19 2011 202.1  6.6  6.6  0.0   0  82.4 1283.2 322  322    0    0  269  484  215
20 2012 207.2  5.1  5.1  0.0   0  65.6 1348.7 319  319    0    0  269  479  210
21 2013 213.2  6.0  5.4  0.6  10  79.2 1428.0 348  327  530  203  290  534  244
22 2014 218.6  5.4  5.4  0.0   0  73.3 1501.2 329  329    0    0  298  423  125
23 2015 221.6  3.0  3.0  0.0   0  41.5 1542.7 324  324    0    0  288  399  111
24 2016 224.6  3.0  3.0  0.0   0  42.1 1584.8 321  321    0    0  293  428  135

Core Length:  218.1 mm
Core Density: 336 kg/m3
Cross-sectional Density:  336 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 101
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 8 2001  12.9 12.9 12.9  0.0   0   5.2    5.2 340  340    0    0  270  465  195
 9 2002  18.3  5.4  5.4  0.0   0   5.3   10.5 334  334    0    0  303  459  156
10 2003  21.9  3.6  3.3  0.3   8   4.5   15.1 345  329  525  196  283  525  242
11 2004  25.5  3.6  3.6  0.0   0   5.4   20.4 377  377    0    0  307  444  137
12 2005  29.4  3.9  3.6  0.3   7   6.7   27.2 328  311  534  223  270  534  264
13 2006  33.3  3.9  3.6  0.3   7   7.7   34.8 384  371  541  170  293  541  248
14 2007  37.8  4.5  4.2  0.3   6  10.1   44.9 393  384  516  132  332  516  184
15 2008  41.1  3.3  2.7  0.6  18   8.2   53.1 389  357  535  178  310  555  245
16 2009  44.1  3.0  3.0  0.0   0   8.0   61.1 359  359    0    0  300  496  196
17 2010  47.7  3.6  3.3  0.3   8  10.4   71.5 386  366  596  230  335  596  261
18 2011  52.2  4.5  3.9  0.6  13  14.1   85.6 383  359  533  174  306  547  241
19 2012  56.7  4.5  4.2  0.3   6  15.4  101.0 385  370  594  224  325  594  269
20 2013  60.9  4.2  3.9  0.3   7  15.5  116.5 386  373  550  177  323  550  227
21 2014  64.8  3.9  3.6  0.3   7  15.4  131.9 378  364  548  184  317  548  231
22 2015  68.1  3.3  2.7  0.6  18  13.8  145.7 404  374  540  166  318  561  243
23 2016  72.3  4.2  3.6  0.6  14  18.5  164.2 400  374  557  183  325  591  266

Core Length:  74.4 mm
Core Density: 373 kg/m3
Cross-sectional Density:  380 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 102
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 1 1994   4.2  4.2  4.2  0.0   0   0.6    0.6 390  390    0    0  332  457  125
 2 1995  17.7 13.5 12.9  0.6   4   9.3    9.8 409  403  524  121  326  526  200
 3 1996  26.4  8.7  8.7  0.0   0  12.1   21.9 379  379    0    0  333  473  140
 4 1997  43.5 17.1 15.6  1.5   8  37.6   59.4 413  398  567  169  350  616  266
 5 1998  60.3 16.8 15.3  1.5   8  54.8  114.2 446  433  579  146  392  611  219
 6 1999  75.6 15.3 12.6  2.7  17  65.3  179.6 444  421  551  130  362  639  277
 7 2000  91.2 15.6 12.0  3.6  23  81.7  261.3 441  410  543  133  363  601  238
 8 2001 105.0 13.8 10.5  3.3  23  85.1  346.4 450  424  532  108  376  569  193
 9 2002 117.6 12.6 10.5  2.1  16  88.1  434.5 444  422  555  133  384  585  201
10 2003 126.3  8.7  6.6  2.1  24  66.7  501.1 461  431  554  123  387  616  229
11 2004 134.4  8.1  5.4  2.7  33  66.3  567.5 495  472  541   69  419  637  218
12 2005 147.0 12.6  9.6  3.0  23 111.4  678.9 463  431  566  135  400  673  273
13 2006 164.1 17.1 11.1  6.0  35 167.1  846.0 497  462  560   98  409  668  259

Core Length:  166.2 mm
Core Density: 440 kg/m3
Cross-sectional Density:  460 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 12
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 1 1995   4.5  4.5  4.5  0.0   0   0.6    0.6 349  349    0    0  318  398   80
 2 1996  16.5 12.0 12.0  0.0   0   7.9    8.6 323  323    0    0  278  416  138
 3 1997  30.0 13.5 13.5  0.0   0  19.7   28.3 327  327    0    0  279  460  181
 4 1998  45.3 15.3 15.3  0.0   0  36.2   64.5 320  320    0    0  257  455  198
 5 1999  60.3 15.0 14.7  0.3   2  49.8  114.2 337  333  520  187  258  520  262
 6 2000  73.5 13.2 13.2  0.0   0  55.5  169.7 356  356    0    0  283  497  214
 7 2001  82.5  9.0  8.7  0.3   3  44.1  213.8 376  372  504  132  318  504  186
 8 2002  91.2  8.7  8.4  0.3   3  47.5  261.3 354  347  536  189  290  536  246
 9 2003  97.5  6.3  6.0  0.3   4  37.3  298.6 372  364  525  161  307  525  218
10 2004 102.9  5.4  5.1  0.3   5  34.0  332.6 431  426  517   91  383  517  134
11 2005 110.7  7.8  7.5  0.3   3  52.3  385.0 364  355  585  230  309  585  276
12 2006 118.5  7.8  7.2  0.6   7  56.2  441.2 381  366  556  190  302  587  285
13 2007 125.1  6.6  6.3  0.3   4  50.5  491.7 382  376  508  132  325  508  183
14 2008 130.2  5.1  4.5  0.6  11  40.9  532.6 415  394  573  179  336  597  261
15 2009 136.5  6.3  6.0  0.3   4  52.8  585.3 395  384  611  227  349  611  262
16 2010 141.9  5.4  4.8  0.6  11  47.2  632.6 405  388  537  149  342  573  231
17 2011 147.6  5.7  5.4  0.3   5  51.8  684.4 375  366  538  172  301  538  237
18 2012 153.6  6.0  5.4  0.6  10  56.8  741.2 387  372  515  143  318  531  213
19 2013 157.8  4.2  3.6  0.6  14  41.1  782.3 395  365  574  209  338  612  274
20 2014 160.8  3.0  2.7  0.3  10  30.0  812.3 395  379  543  164  338  543  205
21 2015 163.5  2.7  1.8  0.9  33  27.5  839.8 421  365  534  169  343  577  234
22 2016 166.8  3.3  3.0  0.3   9  34.2  874.1 393  378  542  164  327  542  215

Core Length:  168.0 mm
Core Density: 375 kg/m3
Cross-sectional Density:  378 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 15
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 2 1995  12.9 12.9  9.9  0.0   0   5.2    5.2 356  356    0    0  308  483  175
 3 1996  27.3 14.4 14.4  0.0   0  18.2   23.4 355  355    0    0  303  433  130
 4 1997  43.5 16.2 15.6  0.6   3  36.0   59.4 357  352  501  149  303  501  198
 5 1998  59.7 16.2 15.6  0.6   3  52.5  112.0 367  360  537  177  314  542  228
 6 1999  74.7 15.0 14.7  0.3   1  63.3  175.3 365  362  520  158  318  520  202
 7 2000  87.9 13.2 12.6  0.6   4  67.4  242.7 358  350  523  173  296  535  239
 8 2001  97.5  9.6  8.4  1.2  12  55.9  298.6 377  353  546  193  314  562  248
 9 2002 105.9  8.4  7.8  0.6   7  53.7  352.3 361  349  524  175  280  547  267
10 2003 111.9  6.0  5.4  0.6  10  41.1  393.4 360  335  582  247  288  623  335
11 2004 116.4  4.5  3.3  1.2  26  32.3  425.7 432  396  533  137  331  562  231
12 2005 124.5  8.1  7.5  0.6   7  61.3  487.0 360  346  538  192  306  577  271
13 2006 134.1  9.6  8.7  0.9   9  78.0  564.9 379  362  536  174  309  574  265
14 2007 142.2  8.1  7.5  0.6   7  70.3  635.3 372  360  522  162  322  539  217
15 2008 148.5  6.3  4.8  1.5  23  57.5  692.8 408  366  543  177  325  578  253
16 2009 154.8  6.3  5.7  0.6   9  60.0  752.8 364  347  527  180  302  542  240
17 2010 161.1  6.3  5.7  0.6   9  62.5  815.3 390  374  536  162  332  562  230
18 2011 166.2  5.1  5.1  0.0   0  52.4  867.8 359  359    0    0  292  477  185
19 2012 170.7  4.5  4.5  0.0   0  47.6  915.4 354  354    0    0  296  479  183
20 2013 175.5  4.8  3.9  0.9  18  52.2  967.6 387  345  569  224  294  618  324
21 2014 179.1  3.6  3.3  0.3   8  40.1 1007.7 387  375  523  148  335  523  188
22 2015 181.8  2.7  2.7  0.0   0  30.6 1038.3 363  363    0    0  315  454  139
23 2016 184.8  3.0  2.7  0.3  10  34.6 1072.9 368  352  512  160  326  512  186

Core Length:  183.6 mm
Core Density: 371 kg/m3
Cross-sectional Density:  372 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 21
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 1 1995   5.1  5.1  5.1  0.0   0   0.8    0.8 342  342    0    0  287  415  128
 2 1996  13.2  8.1  8.1  0.0   0   4.7    5.5 371  371    0    0  284  474  190
 3 1997  25.8 12.6 12.6  0.0   0  15.4   20.9 366  366    0    0  302  452  150
 4 1998  43.2 17.4 17.4  0.0   0  37.7   58.6 331  331    0    0  264  474  210
 5 1999  63.6 20.4 20.4  0.0   0  68.4  127.1 340  340    0    0  284  480  196
 6 2000  81.6 18.0 17.7  0.3   1  82.1  209.2 332  329  526  197  280  526  246
 7 2001  96.9 15.3 15.3  0.0   0  85.8  295.0 325  325    0    0  265  467  202
 8 2002 106.8  9.9  9.9  0.0   0  63.4  358.3 300  300    0    0  243  452  209
 9 2003 114.3  7.5  7.5  0.0   0  52.1  410.4 307  307    0    0  251  472  221
10 2004 123.6  9.3  9.3  0.0   0  69.5  479.9 348  348    0    0  286  473  187
11 2005 139.8 16.2 15.3  0.9   5 134.1  614.0 312  299  535  236  249  558  309
12 2006 156.6 16.8 16.2  0.6   3 156.4  770.4 328  321  525  204  268  542  274
13 2007 170.1 13.5 13.2  0.3   2 138.6  909.0 326  321  514  193  282  514  232
14 2008 180.6 10.5  9.9  0.6   5 115.7 1024.7 335  323  536  213  272  551  279
15 2009 188.4  7.8  7.2  0.6   7  90.4 1115.1 333  318  509  191  265  514  249
16 2010 195.0  6.6  6.3  0.3   4  79.5 1194.6 351  343  520  177  298  520  222
17 2011 201.6  6.6  6.6  0.0   0  82.2 1276.8 322  322    0    0  273  488  215
18 2012 207.0  5.4  5.4  0.0   0  69.3 1346.1 325  325    0    0  261  498  237
19 2013 210.9  3.9  3.9  0.0   0  51.2 1397.3 329  329    0    0  279  454  175
20 2014 216.0  5.1  4.8  0.3   5  68.4 1465.7 345  334  530  196  281  530  249
21 2015 222.9  6.9  6.6  0.3   4  95.1 1560.9 355  347  528  181  285  528  243
22 2016 230.7  7.8  7.2  0.6   7 111.2 1672.0 355  341  534  193  289  551  262

Core Length:  234.9 mm
Core Density: 335 kg/m3
Cross-sectional Density:  332 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 23
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 3 1996  18.9 18.9 12.9  0.0   0  11.2   11.2 316  316    0    0  282  442  160
 4 1997  35.1 16.2 16.2  0.0   0  27.5   38.7 332  332    0    0  270  454  184
 5 1998  52.2 17.1 16.2  0.9   5  46.9   85.6 333  323  511  188  257  529  272
 6 1999  69.0 16.8 16.5  0.3   1  64.0  149.6 359  356  542  186  306  542  236
 7 2000  84.3 15.3 15.3  0.0   0  73.7  223.3 322  322    0    0  262  488  226
 8 2001  98.1 13.8 13.5  0.3   2  79.1  302.3 324  319  515  196  275  515  240
 9 2002 107.7  9.6  9.6  0.0   0  62.1  364.4 331  331    0    0  273  459  186
10 2003 113.1  5.4  5.1  0.3   5  37.5  401.9 340  329  514  185  276  514  238
11 2004 118.5  5.4  5.1  0.3   5  39.3  441.2 392  381  564  183  275  564  289
12 2005 126.6  8.1  7.5  0.6   7  62.4  503.5 359  343  561  218  272  617  345
13 2006 135.6  9.0  8.1  0.9  10  74.1  577.7 371  348  574  226  299  644  345
14 2007 143.4  7.8  7.5  0.3   3  68.4  646.0 358  350  565  215  300  565  265
15 2008 151.5  8.1  7.2  0.9  11  75.0  721.1 399  376  587  211  312  619  307
16 2009 158.7  7.2  6.9  0.3   4  70.2  791.2 350  342  543  201  307  543  236
17 2010 164.7  6.0  5.4  0.6  10  61.0  852.2 373  348  599  251  313  625  312
18 2011 169.5  4.8  4.5  0.3   6  50.4  902.6 379  369  531  162  303  531  228
19 2012 175.8  6.3  5.7  0.6   9  68.3  970.9 375  357  546  189  300  553  253
20 2013 179.4  3.6  3.3  0.3   8  40.2 1011.1 400  382  602  220  328  602  274
21 2014 181.2  1.8  1.5  0.3  16  20.4 1031.5 416  399  503  104  372  503  131
22 2015 182.4  1.2  0.9  0.3  25  13.7 1045.2 429  382  573  191  355  573  218
23 2016 184.5  2.1  1.2  0.9  42  24.2 1069.4 480  413  569  156  389  660  271

Core Length:  179.7 mm
Core Density: 368 kg/m3
Cross-sectional Density:  362 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 24
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 1 1994  10.3 10.3  9.3  0.0   0   3.3    3.3 332  332    0    0  279  420  141
 2 1995  23.2 12.9 12.9  0.0   0  13.6   16.9 316  316    0    0  250  443  193
 3 1996  37.6 14.4 14.4  0.0   0  27.5   44.4 315  315    0    0  255  458  203
 4 1997  55.0 17.4 17.4  0.0   0  50.6   95.0 340  340    0    0  280  465  185
 5 1998  72.1 17.1 16.8  0.3   1  68.3  163.3 331  328  527  199  266  527  261
 6 1999  83.5 11.4 11.4  0.0   0  55.7  219.0 336  336    0    0  279  438  159
 7 2000  94.9 11.4 11.4  0.0   0  63.9  282.9 318  318    0    0  273  438  165
 8 2001 103.0  8.1  8.1  0.0   0  50.4  333.3 339  339    0    0  280  465  185
 9 2002 112.6  9.6  9.6  0.0   0  65.0  398.3 337  337    0    0  272  486  214
